School_Name,Address_Line_1,Address_Town,Postal_Postcode,Full_Phone_No,School URL,ICSEA,School_Type,Campus Type,LGA_Name,Suburb,Education_Sector,School Type,Year Range,Geolocation,Total Enrolments,Girls Enrolments,Boys Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%)
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spwangaratta.catholic.edu.au,1044.0,Primary,School Single Entity,Glen Eira (C),Wangaratta,Catholic,Primary,Prep-6,Inner Regional,258.0,138.0,120.0,5.0,3.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spgordon.catholic.edu.au,1033.0,Primary,School Single Entity,Glen Eira (C),Gordon,Catholic,Primary,Prep-6,Inner Regional,67.0,35.0,32.0,3.0,3.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spstarnaud.catholic.edu.au,1013.0,Primary,School Single Entity,Glen Eira (C),St Arnaud,Catholic,Primary,Prep-6,Outer Regional,107.0,53.0,54.0,1.0,3.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.stppakenham.catholic.edu.au,993.0,Primary,School Single Entity,Glen Eira (C),Pakenham,Catholic,Primary,Prep-6,Major Cities,374.0,171.0,203.0,3.0,59.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spkoroit.catholic.edu.au,1044.0,Primary,School Single Entity,Glen Eira (C),Koroit,Catholic,Primary,Prep-6,Inner Regional,105.0,54.0,51.0,4.0,2.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spgeelongwest.catholic.edu.au,1096.0,Primary,School Single Entity,Glen Eira (C),Geelong West,Catholic,Primary,Prep-6,Major Cities,425.0,214.0,211.0,1.0,10.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.splilydale.catholic.edu.au,1058.0,Primary,School Single Entity,Glen Eira (C),Lilydale,Catholic,Primary,Prep-6,Major Cities,235.0,102.0,133.0,2.0,15.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spportfairy.catholic.edu.au,1067.0,Primary,School Single Entity,Glen Eira (C),Port Fairy,Catholic,Primary,Prep-6,Inner Regional,188.0,86.0,102.0,2.0,6.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spcamperdown.catholic.edu.au,1040.0,Primary,School Single Entity,Glen Eira (C),Camperdown,Catholic,Primary,Prep-6,Inner Regional,260.0,133.0,127.0,0.0,6.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spstawell.catholic.edu.au,1019.0,Primary,School Single Entity,Glen Eira (C),Stawell,Catholic,Primary,Prep-6,Inner Regional,139.0,69.0,70.0,4.0,8.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spmentone.catholic.edu.au,1124.0,Primary,School Single Entity,Glen Eira (C),Mentone,Catholic,Primary,Prep-6,Major Cities,390.0,168.0,222.0,1.0,10.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.stpstratford.catholic.edu.au,1020.0,Primary,School Single Entity,Glen Eira (C),Stratford,Catholic,Primary,Prep-6,Inner Regional,154.0,73.0,81.0,1.0,3.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spmurrumbeena.catholic.edu.au,1140.0,Primary,School Single Entity,Glen Eira (C),Murrumbeena,Catholic,Primary,Prep-6,Major Cities,273.0,134.0,139.0,0.0,7.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.spnhill.catholic.edu.au,965.0,Primary,School Single Entity,Glen Eira (C),Nhill,Catholic,Primary,Prep-6,Outer Regional,60.0,31.0,29.0,0.0,20.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.sppyramidhill.catholic.edu.au,989.0,Primary,School Single Entity,Glen Eira (C),Pyramid Hill,Catholic,Primary,Prep-6,Outer Regional,14.0,7.0,7.0,7.0,77.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.sptongala.catholic.edu.au,998.0,Primary,School Single Entity,Glen Eira (C),Tongala,Catholic,Primary,Prep-6,Inner Regional,91.0,40.0,51.0,0.0,5.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.allora.catholic.edu.au,1004.0,Primary,School Single Entity,Glen Eira (C),Allora,Catholic,Primary,Prep-6,Inner Regional,67.0,31.0,36.0,9.0,0.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://stgeorge.catholic.edu.au/,964.0,Primary,School Single Entity,Glen Eira (C),St George,Catholic,Primary,Prep-6,Remote,157.0,84.0,73.0,18.0,5.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.stpatskatanning.wa.edu.au,980.0,Primary,School Single Entity,Glen Eira (C),Katanning,Catholic,Primary,PP-6,Outer Regional,82.0,43.0,39.0,4.0,31.0
St Patrick's School,3 Dalny Road,MURRUMBEENA,3163.0,03 9569 7487,http://www.stpatsmp.catholic.edu.au,1008.0,Primary,School Single Entity,Glen Eira (C),Mansfield Park,Catholic,Primary,R-6,Major Cities,219.0,97.0,122.0,1.0,82.0
St Roch's School,Glenvale Road,GLEN IRIS,3146.0,03 9885 7704,http://www.srgleniris.catholic.edu.au,1150.0,Primary,School Single Entity,Stonnington (C),Glen Iris,Catholic,Primary,Prep-6,Major Cities,155.0,77.0,78.0,0.0,21.0
St Anne's School,7-19 Beresford Street,KEW EAST,3102.0,03 9859 4116,http://www.sannkewe.catholic.edu.au,1135.0,Primary,School Single Entity,Boroondara (C),Kew East,Catholic,Primary,Prep-6,Major Cities,71.0,28.0,43.0,0.0,25.0
St Anne's School,7-19 Beresford Street,KEW EAST,3102.0,03 9859 4116,http://www.saseaford.catholic.edu.au,1067.0,Primary,School Single Entity,Boroondara (C),Seaford,Catholic,Primary,Prep-6,Major Cities,172.0,79.0,93.0,5.0,21.0
St Anne's School,7-19 Beresford Street,KEW EAST,3102.0,03 9859 4116,http://www.sasunbury.catholic.edu.au,1063.0,Primary,School Single Entity,Boroondara (C),Sunbury,Catholic,Primary,Prep-6,Major Cities,591.0,309.0,282.0,1.0,6.0
St Anne's School,7-19 Beresford Street,KEW EAST,3102.0,03 9859 4116,http://www.saparkorchards.catholic.edu.au,1109.0,Primary,School Single Entity,Boroondara (C),Park Orchards,Catholic,Primary,Prep-6,Major Cities,241.0,117.0,124.0,0.0,11.0
St Anne's School,7-19 Beresford Street,KEW EAST,3102.0,03 9859 4116,http://www.stannes.wa.edu.au,1018.0,Primary,School Single Entity,Boroondara (C),Harvey,Catholic,Primary,PP-6,Inner Regional,159.0,77.0,82.0,1.0,46.0
Our Lady of Perpetual Help School,2 Wilana Street,RINGWOOD,3134.0,03 9870 7227,http://www.olringwood.catholic.edu.au,1029.0,Primary,School Single Entity,Maroondah (C),Ringwood,Catholic,Primary,Prep-6,Major Cities,260.0,128.0,132.0,0.0,63.0
St Francis Xavier Primary School,90 Mayona Road,MONTMORENCY,3094.0,03 9435 8474,http://www.balplism.catholic.edu.au,1049.0,Primary,School Single Entity,Banyule (C),Ballina,Catholic,Primary,K-6,Inner Regional,364.0,192.0,172.0,2.0,14.0
St Francis Xavier Primary School,90 Mayona Road,MONTMORENCY,3094.0,03 9435 8474,http://www.woolplism.catholic.edu.au,1061.0,Primary,School Single Entity,Banyule (C),Woolgoolga,Catholic,Primary,K-6,Inner Regional,280.0,143.0,137.0,4.0,18.0
St Francis Xavier Primary School,90 Mayona Road,MONTMORENCY,3094.0,03 9435 8474,http://web.sfxuww.catholic.edu.au,,Primary,School Single Entity,Banyule (C),Urana,Catholic,,K-6,Outer Regional,,,,,
St Francis Xavier Primary School,90 Mayona Road,MONTMORENCY,3094.0,03 9435 8474,http://www.sfxmontmorency.catholic.edu.au,1112.0,Primary,School Single Entity,Banyule (C),Montmorency,Catholic,Primary,Prep-6,Major Cities,292.0,128.0,164.0,0.0,5.0
St Francis Xavier Primary School,90 Mayona Road,MONTMORENCY,3094.0,03 9435 8474,http://www.sfx.wa.edu.au/,1012.0,Primary,School Single Entity,Banyule (C),Geraldton,Catholic,Primary,PP-6,Outer Regional,376.0,206.0,170.0,8.0,23.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjhawthorn.catholic.edu.au,1170.0,Primary,School Single Entity,Mornington Peninsula (S),Hawthorn,Catholic,Primary,Prep-6,Major Cities,370.0,180.0,190.0,0.0,15.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjnorthcote.catholic.edu.au,1120.0,Primary,School Single Entity,Mornington Peninsula (S),Northcote,Catholic,Primary,Prep-6,Major Cities,140.0,68.0,72.0,0.0,14.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,https://www.sjbenalla.catholic.edu.au/,1043.0,Primary,School Single Entity,Mornington Peninsula (S),Benalla,Catholic,Primary,Prep-6,Inner Regional,362.0,188.0,174.0,1.0,6.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjcharlton.catholic.edu.au,986.0,Primary,School Single Entity,Mornington Peninsula (S),Charlton,Catholic,Primary,Prep-6,Outer Regional,32.0,16.0,16.0,0.0,3.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjchiltern.catholic.edu.au,1000.0,Primary,School Single Entity,Mornington Peninsula (S),Chiltern,Catholic,Primary,Prep-6,Inner Regional,32.0,19.0,13.0,3.0,0.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjpenshurst.catholic.edu.au,1002.0,Primary,School Single Entity,Mornington Peninsula (S),Penshurst,Catholic,Primary,Prep-6,Outer Regional,25.0,9.0,16.0,20.0,0.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjnumurkah.catholic.edu.au,997.0,Primary,School Single Entity,Mornington Peninsula (S),Numurkah,Catholic,Primary,Prep-6,Inner Regional,247.0,115.0,132.0,6.0,2.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjwarrnambool.catholic.edu.au,1067.0,Primary,School Single Entity,Mornington Peninsula (S),Warrnambool,Catholic,Primary,Prep-6,Inner Regional,625.0,280.0,345.0,0.0,7.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjcollingwood.catholic.edu.au,925.0,Primary,School Single Entity,Mornington Peninsula (S),Collingwood,Catholic,Primary,Prep-6,Major Cities,59.0,29.0,30.0,12.0,80.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjrochester.catholic.edu.au/,996.0,Primary,School Single Entity,Mornington Peninsula (S),Rochester,Catholic,Primary,Prep-6,Inner Regional,105.0,58.0,47.0,3.0,0.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjbeechworth.catholic.edu.au,1095.0,Primary,School Single Entity,Mornington Peninsula (S),Beechworth,Catholic,Primary,Prep-6,Inner Regional,89.0,49.0,40.0,0.0,10.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjcoleraine.catholic.edu.au,1014.0,Primary,School Single Entity,Mornington Peninsula (S),Coleraine,Catholic,Primary,Prep-6,Outer Regional,39.0,14.0,25.0,3.0,0.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjwarragul.catholic.edu.au,1044.0,Primary,School Single Entity,Mornington Peninsula (S),Warragul,Catholic,Primary,Prep-6,Inner Regional,261.0,139.0,122.0,1.0,5.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjquarryhill.catholic.edu.au,1073.0,Primary,School Single Entity,Mornington Peninsula (S),Quarry Hill,Catholic,Primary,Prep-6,Inner Regional,232.0,105.0,127.0,2.0,6.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjbwickw.catholic.edu.au,1124.0,Primary,School Single Entity,Mornington Peninsula (S),Brunswick West,Catholic,Primary,Prep-6,Major Cities,203.0,90.0,113.0,0.0,6.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjwonthaggi.catholic.edu.au,1031.0,Primary,School Single Entity,Mornington Peninsula (S),Wonthaggi,Catholic,Primary,Prep-6,Inner Regional,299.0,143.0,156.0,2.0,16.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjkerang.catholic.edu.au,1018.0,Primary,School Single Entity,Mornington Peninsula (S),Kerang,Catholic,Primary,Prep-6,Outer Regional,117.0,61.0,56.0,7.0,2.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjkorumburra.catholic.edu.au,998.0,Primary,School Single Entity,Mornington Peninsula (S),Korumburra,Catholic,Primary,Prep-6,Inner Regional,90.0,31.0,59.0,4.0,4.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjmalvern.catholic.edu.au,1149.0,Primary,School Single Entity,Mornington Peninsula (S),Malvern,Catholic,Primary,Prep-6,Major Cities,166.0,70.0,96.0,0.0,14.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjcobram.catholic.edu.au,999.0,Primary,School Single Entity,Mornington Peninsula (S),Cobram,Catholic,Primary,Prep-6,Inner Regional,313.0,159.0,154.0,4.0,3.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjnagambie.catholic.edu.au,1024.0,Primary,School Single Entity,Mornington Peninsula (S),Nagambie,Catholic,Primary,Prep-6,Inner Regional,32.0,11.0,21.0,0.0,10.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjorbost.catholic.edu.au,969.0,Primary,School Single Entity,Mornington Peninsula (S),Orbost,Catholic,Primary,Prep-6,Outer Regional,22.0,11.0,11.0,27.0,13.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjchelsea.catholic.edu.au,1090.0,Primary,School Single Entity,Mornington Peninsula (S),Chelsea,Catholic,Primary,Prep-6,Major Cities,339.0,168.0,171.0,0.0,25.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjcribpoint.catholic.edu.au,1044.0,Primary,School Single Entity,Mornington Peninsula (S),Crib Point,Catholic,Primary,Prep-6,Major Cities,197.0,92.0,105.0,2.0,1.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjblackrock.catholic.edu.au,1110.0,Primary,School Single Entity,Mornington Peninsula (S),Black Rock,Catholic,Primary,Prep-6,Major Cities,54.0,18.0,36.0,0.0,14.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.trafalgar.catholic.edu.au,1003.0,Primary,School Single Entity,Mornington Peninsula (S),Trafalgar,Catholic,Primary,Prep-6,Inner Regional,98.0,46.0,52.0,3.0,1.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjsorrento.catholic.edu.au,1056.0,Primary,School Single Entity,Mornington Peninsula (S),Sorrento,Catholic,Primary,Prep-6,Major Cities,136.0,62.0,74.0,2.0,8.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjelst.catholic.edu.au,1163.0,Primary,School Single Entity,Mornington Peninsula (S),Elsternwick,Catholic,Primary,Prep-6,Major Cities,340.0,179.0,161.0,0.0,18.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjredcliffs.catholic.edu.au,979.0,Primary,School Single Entity,Mornington Peninsula (S),Red Cliffs,Catholic,Primary,Prep-6,Outer Regional,94.0,61.0,33.0,17.0,12.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjspringvale.catholic.edu.au,1002.0,Primary,School Single Entity,Mornington Peninsula (S),Springvale,Catholic,Primary,Prep-6,Major Cities,567.0,275.0,292.0,0.0,95.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjhopetoun.catholic.edu.au,986.0,Primary,School Single Entity,Mornington Peninsula (S),Hopetoun,Catholic,Primary,Prep-6,Remote,43.0,24.0,19.0,2.0,0.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjyarrajunction.catholic.edu.au,1013.0,Primary,School Single Entity,Mornington Peninsula (S),Yarra Junction,Catholic,Primary,Prep-6,Inner Regional,103.0,46.0,57.0,3.0,3.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosephsschoolmernda.org,1086.0,Primary,School Single Entity,Mornington Peninsula (S),Mernda,Catholic,Primary,Prep-6,Major Cities,421.0,205.0,216.0,0.0,78.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosephsbardon.qld.edu.au,1164.0,Primary,School Single Entity,Mornington Peninsula (S),Bardon,Catholic,Primary,Prep-6,Major Cities,400.0,222.0,178.0,0.0,3.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosephsnorthipswich.qld.edu.au,1026.0,Primary,School Single Entity,Mornington Peninsula (S),North Ipswich,Catholic,Primary,Prep-6,Major Cities,386.0,176.0,210.0,6.0,3.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosnundah.qld.edu.au,1105.0,Primary,School Single Entity,Mornington Peninsula (S),Nundah,Catholic,Primary,Prep-6,Major Cities,168.0,87.0,81.0,5.0,25.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosephschilders.qld.edu.au,992.0,Primary,School Single Entity,Mornington Peninsula (S),Childers,Catholic,Primary,Prep-6,Inner Regional,121.0,58.0,63.0,4.0,7.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosephsgayndah.qld.edu.au,1020.0,Primary,School Single Entity,Mornington Peninsula (S),Gayndah,Catholic,Primary,Prep-6,Outer Regional,77.0,40.0,37.0,6.0,4.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosephsmurgon.qld.edu.au,822.0,Primary,School Single Entity,Mornington Peninsula (S),Murgon,Catholic,Primary,Prep-6,Inner Regional,142.0,65.0,77.0,65.0,1.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.chinchilla.catholic.edu.au,1010.0,Primary,School Single Entity,Mornington Peninsula (S),Chinchilla,Catholic,Primary,Prep-6,Outer Regional,289.0,137.0,152.0,7.0,6.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.millmerran.catholic.edu.au,993.0,Primary,School Single Entity,Mornington Peninsula (S),Millmerran,Catholic,Primary,Prep-6,Inner Regional,71.0,32.0,39.0,7.0,16.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,https://www.twb.catholic.edu.au/our-schools/primary-schools/tara/st-josephs-primary-school/,873.0,Primary,School Single Entity,Mornington Peninsula (S),Tara,Catholic,Primary,Prep-6,Outer Regional,45.0,25.0,20.0,40.0,20.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjoeys.qld.edu.au/,1023.0,Primary,School Single Entity,Mornington Peninsula (S),Atherton,Catholic,Primary,Prep-6,Outer Regional,261.0,130.0,131.0,6.0,6.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosephscairns.qld.edu.au,1045.0,Primary,School Single Entity,Mornington Peninsula (S),Parramatta Park,Catholic,Primary,Prep-6,Outer Regional,393.0,171.0,222.0,12.0,11.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosephs.qld.edu.au,1026.0,Primary,School Single Entity,Mornington Peninsula (S),Stanthorpe,Catholic,Combined,Prep-12,Outer Regional,467.0,245.0,222.0,3.0,4.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjosephsboulder.wa.edu.au,1000.0,Primary,School Single Entity,Mornington Peninsula (S),Boulder,Catholic,Primary,PP-6,Outer Regional,156.0,81.0,75.0,6.0,32.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjoknx.wa.edu.au,781.0,Primary,School Single Entity,Mornington Peninsula (S),Kununurra,Catholic,Primary,PP-6,Very Remote,131.0,59.0,72.0,63.0,45.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjsmoora.wa.edu.au,908.0,Primary,School Single Entity,Mornington Peninsula (S),Moora,Catholic,Primary,PP-6,Outer Regional,133.0,60.0,73.0,30.0,7.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjsnortham.wa.edu.au,1022.0,Primary,School Head Campus,Mornington Peninsula (S),Northam,Catholic,Combined,PP-12,Inner Regional,697.0,358.0,339.0,5.0,9.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjoespemberton.wa.edu.au,1022.0,Primary,School Single Entity,Mornington Peninsula (S),Pemberton,Catholic,Primary,PP-6,Outer Regional,35.0,17.0,18.0,0.0,14.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjsqp.wa.edu.au,1084.0,Primary,School Single Entity,Mornington Peninsula (S),Queens Park,Catholic,Primary,PP-6,Major Cities,433.0,224.0,209.0,2.0,53.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjoessx.wa.edu.au,947.0,Primary,School Single Entity,Mornington Peninsula (S),Southern Cross,Catholic,Primary,PP-6,Remote,24.0,13.0,11.0,8.0,8.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjoeswaroona.wa.edu.au,976.0,Primary,School Single Entity,Mornington Peninsula (S),Waroona,Catholic,Primary,PP-6,Inner Regional,147.0,74.0,73.0,3.0,4.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjwyndham.wa.edu.au,708.0,Primary,School Single Entity,Mornington Peninsula (S),Wyndham,Catholic,Primary,PP-6,Very Remote,30.0,13.0,17.0,83.0,61.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjobarmera.catholic.edu.au,979.0,Primary,School Single Entity,Mornington Peninsula (S),Barmera,Catholic,Primary,R-6,Outer Regional,86.0,44.0,42.0,2.0,5.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjsh.catholic.edu.au,1060.0,Primary,School Single Entity,Mornington Peninsula (S),West Hindmarsh,Catholic,Primary,R-6,Major Cities,229.0,106.0,123.0,2.0,30.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjspl.catholic.edu.au,1013.0,Primary,School Single Entity,Mornington Peninsula (S),Port Lincoln,Catholic,Combined,R-12,Remote,824.0,425.0,399.0,3.0,4.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjsr.catholic.edu.au,1029.0,Primary,School Single Entity,Mornington Peninsula (S),Renmark,Catholic,Primary,R-6,Outer Regional,252.0,123.0,129.0,2.0,14.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://stjoclar.catholic.edu.au,1063.0,Primary,School Single Entity,Mornington Peninsula (S),Clare,Catholic,Combined,R-9,Inner Regional,343.0,170.0,173.0,4.0,2.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.sjh.catholic.edu.au,1069.0,Primary,School Single Entity,Mornington Peninsula (S),Hectorville,Catholic,Primary,R-6,Major Cities,676.0,335.0,341.0,1.0,26.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjk.catholic.edu.au,1129.0,Primary,School Single Entity,Mornington Peninsula (S),Kingswood,Catholic,Primary,R-6,Major Cities,250.0,124.0,126.0,1.0,10.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjomb.catholic.edu.au,958.0,Primary,School Single Entity,Mornington Peninsula (S),Murray Bridge,Catholic,Combined,R-9,Inner Regional,472.0,226.0,246.0,9.0,17.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,https://www.stjotto.catholic.edu.au/,1009.0,Primary,School Single Entity,Mornington Peninsula (S),Ottoway,Catholic,Primary,R-6,Major Cities,175.0,95.0,80.0,5.0,77.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjopayn.catholic.edu.au,1079.0,Primary,School Single Entity,Mornington Peninsula (S),Payneham South,Catholic,Primary,R-6,Major Cities,445.0,212.0,233.0,1.0,21.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjopet.catholic.edu.au,873.0,Primary,School Single Entity,Mornington Peninsula (S),Peterborough,Catholic,Combined,R-9,Outer Regional,81.0,46.0,35.0,30.0,0.0
St Joseph's School,Constitution Hill Road,SORRENTO,3943.0,03 5984 1291,http://www.stjotran.catholic.edu.au,1097.0,Primary,School Single Entity,Mornington Peninsula (S),Tranmere,Catholic,Primary,R-6,Major Cities,208.0,114.0,94.0,0.0,16.0
St Cecilia's School,4 Van Ness Avenue,GLEN IRIS,3146.0,03 9809 2142,http://www.scgleniris.catholic.edu.au,1178.0,Primary,School Single Entity,Boroondara (C),Glen Iris,Catholic,Primary,Prep-6,Major Cities,247.0,113.0,134.0,0.0,16.0
St Joseph's School,28 Sandham Street,ELSTERNWICK,3185.0,03 9528 1614,http://www.sjhawthorn.catholic.edu.au,1170.0,Primary,School Single Entity,Glen Eira (C),Hawthorn,Catholic,Primary,Prep-6,Major Cities,370.0,180.0,190.0,0.0,15.0
St Joseph's School,28 Sandham Street,ELSTERNWICK,3185.0,03 9528 1614,http://www.sjnorthcote.catholic.edu.au,1120.0,Primary,School Single Entity,Glen Eira (C),Northcote,Catholic,Primary,Prep-6,Major Cities,140.0,68.0,72.0,0.0,14.0
St Joseph's School,28 Sandham Street,ELSTERNWICK,3185.0,03 9528 1614,https://www.sjbenalla.catholic.edu.au/,1043.0,Primary,School Single Entity,Glen Eira (C),Benalla,Catholic,Primary,Prep-6,Inner Regional,362.0,188.0,174.0,1.0,6.0
St Joseph's School,28 Sandham Street,ELSTERNWICK,3185.0,03 9528 1614,http://www.sjcharlton.catholic.edu.au,986.0,Primary,School Single Entity,Glen Eira (C),Charlton,Catholic,Primary,Prep-6,Outer Regional,32.0,16.0,16.0,0.0,3.0
St Joseph's School,28 Sandham Street,ELSTERNWICK,3185.0,03 9528 1614,http://www.sjchiltern.catholic.edu.au,1000.0,Primary,School Single Entity,Glen Eira (C),Chiltern,Catholic,Primary,Prep-6,Inner Regional,32.0,19.0,13.0,3.0,0.0
St Joseph's School,28 Sandham Street,ELSTERNWICK,3185.0,03 9528 1614,http://www.sjpenshurst.catholic.edu.au,1002.0,Primary,School Single Entity,Glen Eira (C),Penshurst,Catholic,Primary,Prep-6,Outer Regional,25.0,9.0,16.0,20.0,0.0
