School_Name,Address_Line_1,Address_Town,Postal_Postcode,Full_Phone_No,School URL,ICSEA,School_Type,Campus Type,LGA_Name,Suburb,Education_Sector,School Type,Year Range,Geolocation,Total Enrolments,Girls Enrolments,Boys Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%)
Parade College,1436 Plenty Road,BUNDOORA,3083.0,03 9468 3300,http://www.parade.vic.edu.au,1076.0,Secondary,School Head Campus,Banyule (C),Bundoora,Catholic,Secondary,7-12,Major Cities,1911.0,0.0,1911.0,1.0,18.0
Simonds Catholic College,273 Victoria Street,WEST MELBOURNE,3003.0,03 9321 9200,http://www.sccmelb.catholic.edu.au,1037.0,Secondary,School Head Campus,Melbourne (C),West Melbourne,Catholic,Secondary,7-12,Major Cities,410.0,0.0,410.0,0.0,45.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spballarat.catholic.edu.au,1092.0,Primary,School Single Entity,Ballarat (C),Ballarat,Catholic,Primary,Prep-6,Inner Regional,249.0,126.0,123.0,1.0,15.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spwangaratta.catholic.edu.au,1044.0,Primary,School Single Entity,Ballarat (C),Wangaratta,Catholic,Primary,Prep-6,Inner Regional,258.0,138.0,120.0,5.0,3.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spgordon.catholic.edu.au,1033.0,Primary,School Single Entity,Ballarat (C),Gordon,Catholic,Primary,Prep-6,Inner Regional,67.0,35.0,32.0,3.0,3.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spstarnaud.catholic.edu.au,1013.0,Primary,School Single Entity,Ballarat (C),St Arnaud,Catholic,Primary,Prep-6,Outer Regional,107.0,53.0,54.0,1.0,3.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.stppakenham.catholic.edu.au,993.0,Primary,School Single Entity,Ballarat (C),Pakenham,Catholic,Primary,Prep-6,Major Cities,374.0,171.0,203.0,3.0,59.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spkoroit.catholic.edu.au,1044.0,Primary,School Single Entity,Ballarat (C),Koroit,Catholic,Primary,Prep-6,Inner Regional,105.0,54.0,51.0,4.0,2.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spgeelongwest.catholic.edu.au,1096.0,Primary,School Single Entity,Ballarat (C),Geelong West,Catholic,Primary,Prep-6,Major Cities,425.0,214.0,211.0,1.0,10.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.splilydale.catholic.edu.au,1058.0,Primary,School Single Entity,Ballarat (C),Lilydale,Catholic,Primary,Prep-6,Major Cities,235.0,102.0,133.0,2.0,15.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spportfairy.catholic.edu.au,1067.0,Primary,School Single Entity,Ballarat (C),Port Fairy,Catholic,Primary,Prep-6,Inner Regional,188.0,86.0,102.0,2.0,6.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spcamperdown.catholic.edu.au,1040.0,Primary,School Single Entity,Ballarat (C),Camperdown,Catholic,Primary,Prep-6,Inner Regional,260.0,133.0,127.0,0.0,6.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spstawell.catholic.edu.au,1019.0,Primary,School Single Entity,Ballarat (C),Stawell,Catholic,Primary,Prep-6,Inner Regional,139.0,69.0,70.0,4.0,8.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spmentone.catholic.edu.au,1124.0,Primary,School Single Entity,Ballarat (C),Mentone,Catholic,Primary,Prep-6,Major Cities,390.0,168.0,222.0,1.0,10.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.stpstratford.catholic.edu.au,1020.0,Primary,School Single Entity,Ballarat (C),Stratford,Catholic,Primary,Prep-6,Inner Regional,154.0,73.0,81.0,1.0,3.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spmurrumbeena.catholic.edu.au,1140.0,Primary,School Single Entity,Ballarat (C),Murrumbeena,Catholic,Primary,Prep-6,Major Cities,273.0,134.0,139.0,0.0,7.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.spnhill.catholic.edu.au,965.0,Primary,School Single Entity,Ballarat (C),Nhill,Catholic,Primary,Prep-6,Outer Regional,60.0,31.0,29.0,0.0,20.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.sppyramidhill.catholic.edu.au,989.0,Primary,School Single Entity,Ballarat (C),Pyramid Hill,Catholic,Primary,Prep-6,Outer Regional,14.0,7.0,7.0,7.0,77.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.sptongala.catholic.edu.au,998.0,Primary,School Single Entity,Ballarat (C),Tongala,Catholic,Primary,Prep-6,Inner Regional,91.0,40.0,51.0,0.0,5.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.allora.catholic.edu.au,1004.0,Primary,School Single Entity,Ballarat (C),Allora,Catholic,Primary,Prep-6,Inner Regional,67.0,31.0,36.0,9.0,0.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://stgeorge.catholic.edu.au/,964.0,Primary,School Single Entity,Ballarat (C),St George,Catholic,Primary,Prep-6,Remote,157.0,84.0,73.0,18.0,5.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.stpatskatanning.wa.edu.au,980.0,Primary,School Single Entity,Ballarat (C),Katanning,Catholic,Primary,PP-6,Outer Regional,82.0,43.0,39.0,4.0,31.0
St Patrick's School,119 Drummond Street South,BALLARAT,3350.0,03 5332 7680,http://www.stpatsmp.catholic.edu.au,1008.0,Primary,School Single Entity,Ballarat (C),Mansfield Park,Catholic,Primary,R-6,Major Cities,219.0,97.0,122.0,1.0,82.0
St Alipius' Parish School,106-108 Victoria Street,BALLARAT EAST,3350.0,03 5331 1816,http://www.saballarat.catholic.edu.au,1056.0,Primary,School Single Entity,Ballarat (C),Ballarat East,Catholic,Primary,Prep-6,Inner Regional,241.0,136.0,105.0,10.0,10.0
Emmanuel College Warrnambool,140 Botanic Road,WARRNAMBOOL,3280.0,03 5560 0888,http://www.emmanuel.vic.edu.au/,1060.0,Secondary,School Head Campus,Warrnambool (C),Warrnambool,Catholic,Secondary,7-12,Inner Regional,1264.0,674.0,590.0,1.0,6.0
Loreto College,1600 Sturt Street,BALLARAT,3350.0,03 5329 6100,http://www.loreto.vic.edu.au,1070.0,Secondary,School Single Entity,Ballarat (C),Ballarat,Catholic,Secondary,7-12,Inner Regional,946.0,946.0,0.0,2.0,4.0
Loreto College,1600 Sturt Street,BALLARAT,3350.0,03 5329 6100,http://www.loreto.sa.edu.au,1099.0,Secondary,School Single Entity,Ballarat (C),Marryatville,Catholic,Combined,R-12,Major Cities,667.0,667.0,0.0,2.0,16.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smmansfield.catholic.edu.au,1005.0,Primary,School Single Entity,Mansfield (S),Mansfield,Catholic,Primary,Prep-6,Outer Regional,167.0,79.0,88.0,1.0,0.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smwilliamstown.catholic.edu.au,1121.0,Primary,School Single Entity,Mansfield (S),Williamstown,Catholic,Primary,Prep-6,Major Cities,287.0,137.0,150.0,0.0,14.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smstkildaeast.catholic.edu.au,1119.0,Primary,School Head Campus,Mansfield (S),St Kilda East,Catholic,Primary,Prep-6,Major Cities,152.0,84.0,68.0,0.0,14.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.stmbairns.catholic.edu.au,1024.0,Primary,School Single Entity,Mansfield (S),Bairnsdale,Catholic,Primary,Prep-6,Outer Regional,476.0,230.0,246.0,4.0,2.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smdonald.catholic.edu.au,1011.0,Primary,School Single Entity,Mansfield (S),Donald,Catholic,Primary,Prep-6,Outer Regional,34.0,15.0,19.0,24.0,18.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smlancefield.catholic.edu.au,1052.0,Primary,School Single Entity,Mansfield (S),Lancefield,Catholic,Primary,Prep-6,Inner Regional,199.0,100.0,99.0,2.0,3.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smcastlemaine.catholic.edu.au,1052.0,Primary,School Single Entity,Mansfield (S),Castlemaine,Catholic,Primary,Prep-6,Inner Regional,89.0,43.0,46.0,1.0,9.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smrutherglen.catholic.edu.au,1009.0,Primary,School Single Entity,Mansfield (S),Rutherglen,Catholic,Primary,Prep-6,Inner Regional,95.0,52.0,43.0,6.0,0.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.sminglewood.catholic.edu.au,976.0,Primary,School Single Entity,Mansfield (S),Inglewood,Catholic,Primary,Prep-6,Inner Regional,19.0,7.0,12.0,5.0,0.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smcolac.catholic.edu.au,1022.0,Primary,School Single Entity,Mansfield (S),Colac,Catholic,Primary,Prep-6,Inner Regional,269.0,132.0,137.0,2.0,18.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smgeelong.catholic.edu.au,1098.0,Primary,School Single Entity,Mansfield (S),Geelong,Catholic,Primary,Prep-6,Major Cities,226.0,122.0,104.0,2.0,9.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smwarracknabeal.catholic.edu.au,1011.0,Primary,School Single Entity,Mansfield (S),Warracknabeal,Catholic,Primary,Prep-6,Outer Regional,68.0,31.0,37.0,6.0,6.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smechuca.catholic.edu.au,1048.0,Primary,School Single Entity,Mansfield (S),Echuca West,Catholic,Primary,Prep-6,Inner Regional,605.0,296.0,309.0,5.0,4.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smararat.catholic.edu.au,1032.0,Primary,School Single Entity,Mansfield (S),Ararat,Catholic,Primary,Prep-6,Inner Regional,127.0,63.0,64.0,6.0,10.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smhamilton.catholic.edu.au,1040.0,Primary,School Single Entity,Mansfield (S),Hamilton,Catholic,Primary,Prep-6,Inner Regional,233.0,122.0,111.0,6.0,12.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smdandenong.catholic.edu.au,982.0,Primary,School Single Entity,Mansfield (S),Dandenong,Catholic,Primary,Prep-6,Major Cities,173.0,97.0,76.0,0.0,73.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smascotvale.catholic.edu.au/,1145.0,Primary,School Single Entity,Mansfield (S),Ascot Vale,Catholic,Primary,Prep-6,Major Cities,378.0,170.0,208.0,0.0,8.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smmalverneast.catholic.edu.au,1172.0,Primary,School Single Entity,Mansfield (S),Malvern East,Catholic,Primary,Prep-6,Major Cities,176.0,82.0,94.0,0.0,12.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.stmyarram.catholic.edu.au,977.0,Primary,School Single Entity,Mansfield (S),Yarram,Catholic,Primary,Prep-6,Inner Regional,48.0,23.0,25.0,0.0,8.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smswanhill.catholic.edu.au,1032.0,Primary,School Single Entity,Mansfield (S),Swan Hill,Catholic,Primary,Prep-6,Outer Regional,601.0,313.0,288.0,4.0,21.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smhastings.catholic.edu.au,1010.0,Primary,School Single Entity,Mansfield (S),Hastings,Catholic,Primary,Prep-6,Major Cities,118.0,62.0,56.0,2.0,9.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smthornbury.catholic.edu.au,1091.0,Primary,School Single Entity,Mansfield (S),Thornbury,Catholic,Primary,Prep-6,Major Cities,184.0,85.0,99.0,0.0,25.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smmyrtleford.catholic.edu.au,1053.0,Primary,School Single Entity,Mansfield (S),Myrtleford,Catholic,Primary,Prep-6,Inner Regional,120.0,60.0,60.0,0.0,4.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smhampton.catholic.edu.au,1140.0,Primary,School Single Entity,Mansfield (S),Hampton,Catholic,Primary,Prep-6,Major Cities,261.0,127.0,134.0,0.0,20.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smcohuna.catholic.edu.au,1003.0,Primary,School Single Entity,Mansfield (S),Cohuna,Catholic,Primary,Prep-6,Outer Regional,111.0,57.0,54.0,3.0,1.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smaltona.catholic.edu.au,1062.0,Primary,School Single Entity,Mansfield (S),Altona,Catholic,Primary,Prep-6,Major Cities,275.0,141.0,134.0,0.0,17.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smmooroopna.catholic.edu.au,988.0,Primary,School Single Entity,Mansfield (S),Mooroopna,Catholic,Primary,Prep-6,Inner Regional,282.0,127.0,155.0,17.0,12.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smclarkeshill.catholic.edu.au,979.0,Primary,School Single Entity,Mansfield (S),Clarkes Hill,Catholic,Primary,Prep-6,Inner Regional,16.0,9.0,7.0,0.0,0.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smalexandra.catholic.edu.au,1015.0,Primary,School Single Entity,Mansfield (S),Alexandra,Catholic,Primary,Prep-6,Inner Regional,145.0,75.0,70.0,3.0,2.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smrushworth.catholic.edu.au,973.0,Primary,School Single Entity,Mansfield (S),Rushworth,Catholic,Primary,Prep-6,Inner Regional,58.0,36.0,22.0,5.0,7.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smgreensborough.catholic.edu.au,1106.0,Primary,School Single Entity,Mansfield (S),Greensborough,Catholic,Primary,Prep-6,Major Cities,510.0,252.0,258.0,0.0,6.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smsealake.catholic.edu.au,1000.0,Primary,School Single Entity,Mansfield (S),Sea Lake,Catholic,Primary,Prep-6,Outer Regional,30.0,12.0,18.0,0.0,3.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smrobinvale.catholic.edu.au,965.0,Primary,School Single Entity,Mansfield (S),Robinvale,Catholic,Combined,Prep-8,Outer Regional,273.0,128.0,145.0,2.0,22.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.stmmaffra.catholic.edu.au,1031.0,Primary,School Single Entity,Mansfield (S),Maffra,Catholic,Primary,Prep-6,Inner Regional,160.0,86.0,74.0,3.0,6.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smmountevelyn.catholic.edu.au,1028.0,Primary,School Single Entity,Mansfield (S),Mount Evelyn,Catholic,Primary,Prep-6,Major Cities,293.0,149.0,144.0,1.0,1.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smwhittlesea.catholic.edu.au,1028.0,Primary,School Single Entity,Mansfield (S),Whittlesea,Catholic,Primary,Prep-6,Major Cities,258.0,138.0,120.0,2.0,2.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,https://www.smwarwick.catholic.edu.au/,1008.0,Primary,School Single Entity,Mansfield (S),Warwick,Catholic,Primary,Prep-6,Inner Regional,271.0,136.0,135.0,9.0,6.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.stmarysbeaudesert.qld.edu.au,1020.0,Primary,School Single Entity,Mansfield (S),Beaudesert,Catholic,Primary,Prep-6,Inner Regional,348.0,182.0,166.0,4.0,1.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.stmaryslaidley.qld.edu.au,1001.0,Primary,School Single Entity,Mansfield (S),Laidley,Catholic,Primary,Prep-6,Inner Regional,245.0,120.0,125.0,6.0,2.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.goondiwindi.catholic.edu.au,1043.0,Primary,School Head Campus,Mansfield (S),Goondiwindi,Catholic,Combined,Prep-10,Outer Regional,379.0,185.0,194.0,4.0,3.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,https://www.twb.catholic.edu.au/our-schools/primary-schools/charleville/st-marys-primary-school/,986.0,Primary,School Single Entity,Mansfield (S),Charleville,Catholic,Primary,Prep-6,Very Remote,135.0,70.0,65.0,13.0,7.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.stmarysdbrk.wa.edu.au,1031.0,Primary,School Single Entity,Mansfield (S),Donnybrook,Catholic,Primary,PP-6,Inner Regional,123.0,62.0,61.0,4.0,4.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.stmarysmerredin.wa.edu.au,1013.0,Primary,School Single Entity,Mansfield (S),Merredin,Catholic,Primary,PP-6,Outer Regional,115.0,59.0,56.0,5.0,6.0
St Mary's School,39 Malcolm Street,MANSFIELD,3724.0,03 5775 2670,http://www.smsn.wa.edu.au,943.0,Primary,School Single Entity,Mansfield (S),Northampton,Catholic,Primary,PP-6,Outer Regional,70.0,28.0,42.0,19.0,1.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shnewport.catholic.edu.au,1117.0,Primary,School Single Entity,Hobsons Bay (C),Newport,Catholic,Primary,Prep-6,Major Cities,307.0,162.0,145.0,0.0,24.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shpreston.catholic.edu.au,1091.0,Primary,School Single Entity,Hobsons Bay (C),Preston,Catholic,Primary,Prep-6,Major Cities,99.0,50.0,49.0,0.0,77.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shmorwell.catholic.edu.au,962.0,Primary,School Single Entity,Hobsons Bay (C),Morwell,Catholic,Primary,Prep-6,Inner Regional,97.0,48.0,49.0,12.0,15.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shtatura.catholic.edu.au,1034.0,Primary,School Single Entity,Hobsons Bay (C),Tatura,Catholic,Primary,Prep-6,Inner Regional,234.0,125.0,109.0,3.0,7.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shcasterton.catholic.edu.au,962.0,Primary,School Single Entity,Hobsons Bay (C),Casterton,Catholic,Primary,Prep-6,Outer Regional,29.0,17.0,12.0,0.0,0.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shsfitzroy.catholic.edu.au,944.0,Primary,School Single Entity,Hobsons Bay (C),Fitzroy,Catholic,Primary,Prep-6,Major Cities,108.0,44.0,64.0,0.0,94.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shkew.catholic.edu.au,1166.0,Primary,School Single Entity,Hobsons Bay (C),Kew,Catholic,Primary,Prep-6,Major Cities,188.0,72.0,116.0,0.0,14.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shsandringham.catholic.edu.au,1142.0,Primary,School Single Entity,Hobsons Bay (C),Sandringham,Catholic,Primary,Prep-6,Major Cities,227.0,122.0,105.0,0.0,8.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shyea.catholic.edu.au,1003.0,Primary,School Single Entity,Hobsons Bay (C),Yea,Catholic,Primary,Prep-6,Inner Regional,59.0,28.0,31.0,3.0,8.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shoakleigh.catholic.edu.au,1124.0,Primary,School Single Entity,Hobsons Bay (C),Oakleigh,Catholic,Primary,Prep-6,Major Cities,218.0,131.0,87.0,0.0,62.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,https://shcroydon.com/,1072.0,Primary,School Single Entity,Hobsons Bay (C),Croydon,Catholic,Primary,Prep-6,Major Cities,454.0,226.0,228.0,1.0,21.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shstalbans.catholic.edu.au,956.0,Primary,School Single Entity,Hobsons Bay (C),St Albans,Catholic,Primary,Prep-6,Major Cities,304.0,163.0,141.0,0.0,94.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shmildura.catholic.edu.au,1063.0,Primary,School Single Entity,Hobsons Bay (C),Mildura,Catholic,Primary,Prep-6,Outer Regional,337.0,168.0,169.0,1.0,8.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shcolac.catholic.edu.au,1031.0,Primary,School Single Entity,Hobsons Bay (C),Elliminyt,Catholic,Primary,Prep-6,Inner Regional,408.0,183.0,225.0,0.0,8.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shdiamondcreek.catholic.edu.au,1085.0,Primary,School Single Entity,Hobsons Bay (C),Diamond Creek,Catholic,Primary,Prep-6,Major Cities,152.0,79.0,73.0,1.0,11.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shcorryong.catholic.edu.au,1030.0,Primary,School Single Entity,Hobsons Bay (C),Corryong,Catholic,Primary,Prep-6,Outer Regional,49.0,23.0,26.0,0.0,4.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shbooval.qld.edu.au,1026.0,Primary,School Single Entity,Hobsons Bay (C),Booval,Catholic,Primary,Prep-6,Major Cities,550.0,290.0,260.0,6.0,8.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.shsbeaglebay.wa.edu.au,652.0,Primary,School Single Entity,Hobsons Bay (C),Broome,Catholic,Combined,PP-10,Very Remote,53.0,23.0,30.0,94.0,94.0
Sacred Heart School,20 Newcastle St,NEWPORT,3015.0,03 9391 6262,http://www.sacredheartps.wa.edu.au,1047.0,Primary,School Single Entity,Hobsons Bay (C),Mundaring,Catholic,Primary,PP-6,Major Cities,124.0,49.0,75.0,1.0,3.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smmansfield.catholic.edu.au,1005.0,Primary,School Single Entity,Hobsons Bay (C),Mansfield,Catholic,Primary,Prep-6,Outer Regional,167.0,79.0,88.0,1.0,0.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smwilliamstown.catholic.edu.au,1121.0,Primary,School Single Entity,Hobsons Bay (C),Williamstown,Catholic,Primary,Prep-6,Major Cities,287.0,137.0,150.0,0.0,14.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smstkildaeast.catholic.edu.au,1119.0,Primary,School Head Campus,Hobsons Bay (C),St Kilda East,Catholic,Primary,Prep-6,Major Cities,152.0,84.0,68.0,0.0,14.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.stmbairns.catholic.edu.au,1024.0,Primary,School Single Entity,Hobsons Bay (C),Bairnsdale,Catholic,Primary,Prep-6,Outer Regional,476.0,230.0,246.0,4.0,2.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smdonald.catholic.edu.au,1011.0,Primary,School Single Entity,Hobsons Bay (C),Donald,Catholic,Primary,Prep-6,Outer Regional,34.0,15.0,19.0,24.0,18.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smlancefield.catholic.edu.au,1052.0,Primary,School Single Entity,Hobsons Bay (C),Lancefield,Catholic,Primary,Prep-6,Inner Regional,199.0,100.0,99.0,2.0,3.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smcastlemaine.catholic.edu.au,1052.0,Primary,School Single Entity,Hobsons Bay (C),Castlemaine,Catholic,Primary,Prep-6,Inner Regional,89.0,43.0,46.0,1.0,9.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smrutherglen.catholic.edu.au,1009.0,Primary,School Single Entity,Hobsons Bay (C),Rutherglen,Catholic,Primary,Prep-6,Inner Regional,95.0,52.0,43.0,6.0,0.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.sminglewood.catholic.edu.au,976.0,Primary,School Single Entity,Hobsons Bay (C),Inglewood,Catholic,Primary,Prep-6,Inner Regional,19.0,7.0,12.0,5.0,0.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smcolac.catholic.edu.au,1022.0,Primary,School Single Entity,Hobsons Bay (C),Colac,Catholic,Primary,Prep-6,Inner Regional,269.0,132.0,137.0,2.0,18.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smgeelong.catholic.edu.au,1098.0,Primary,School Single Entity,Hobsons Bay (C),Geelong,Catholic,Primary,Prep-6,Major Cities,226.0,122.0,104.0,2.0,9.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smwarracknabeal.catholic.edu.au,1011.0,Primary,School Single Entity,Hobsons Bay (C),Warracknabeal,Catholic,Primary,Prep-6,Outer Regional,68.0,31.0,37.0,6.0,6.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smechuca.catholic.edu.au,1048.0,Primary,School Single Entity,Hobsons Bay (C),Echuca West,Catholic,Primary,Prep-6,Inner Regional,605.0,296.0,309.0,5.0,4.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smararat.catholic.edu.au,1032.0,Primary,School Single Entity,Hobsons Bay (C),Ararat,Catholic,Primary,Prep-6,Inner Regional,127.0,63.0,64.0,6.0,10.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smhamilton.catholic.edu.au,1040.0,Primary,School Single Entity,Hobsons Bay (C),Hamilton,Catholic,Primary,Prep-6,Inner Regional,233.0,122.0,111.0,6.0,12.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smdandenong.catholic.edu.au,982.0,Primary,School Single Entity,Hobsons Bay (C),Dandenong,Catholic,Primary,Prep-6,Major Cities,173.0,97.0,76.0,0.0,73.0
